业务名称,年份,周次,开始日期,结束日期,周类型,维度类型,维度值,本期服务量,本期订单量,本期万服,对比期服务量,对比期订单量,对比期万服,绝对差(delta),YoY%,贡献度%,次/万单贡献
闪购客服,2025,W24,2025-06-16,2025-06-22,历史对比期,战区,华中战区,4850,288299,168.23,3190,293318,108.76,59.47,54.68,22.4,13.32
闪购客服,2025,W24,2025-06-16,2025-06-22,历史对比期,战区,西南战区,4248,378259,112.3,3140,435157,72.16,40.14,55.63,17.31,6.95
闪购客服,2025,W24,2025-06-16,2025-06-22,历史对比期,战区,西北战区,5967,24950,2391.58,5750,28383,2025.86,365.72,18.05,10.19,37.27
闪购客服,2025,W24,2025-06-16,2025-06-22,历史对比期,FAQ,配送时效咨询,7451,188168,395.98,5588,142460,392.25,3.73,0.95,6.29,0.23
闪购客服,2025,W24,2025-06-16,2025-06-22,历史对比期,FAQ,退款进度查询,4494,351284,127.93,5742,425678,134.89,-6.96,-5.16,-0.03,0.0
闪购客服,2025,W24,2025-06-16,2025-06-22,历史对比期,FAQ,优惠券使用,2136,61933,344.89,1668,65825,253.4,91.49,36.1,8.77,8.02
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,城市等级,一线城市,6969,469147,148.55,7456,402909,185.05,-36.5,-19.72,19.55,-7.14
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,城市等级,二线城市,7676,125736,610.49,7406,130337,568.22,42.27,7.44,5.02,2.12
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,城市等级,三线城市,2689,151667,177.3,2462,141712,173.73,3.57,2.05,21.27,0.76
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,城市等级,四线城市,1740,251553,69.17,1641,192811,85.11,-15.94,-18.73,16.53,-2.63
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,城市等级,五线城市,1371,145340,94.33,1175,124542,94.35,-0.02,-0.02,23.08,-0.0
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,品类,生鲜果蔬,5690,211430,269.12,4702,209049,224.92,44.2,19.65,0.23,0.1
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,品类,鲜花绿植,5206,349604,148.91,5914,417161,141.77,7.14,5.04,7.77,0.55
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,品类,医药健康,3317,390567,84.93,4255,307209,138.51,-53.58,-38.68,16.57,-8.88
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,品类,日用百货,5671,177019,320.36,5615,177488,316.36,4.0,1.26,4.9,0.2
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,品类,酒水饮料,7920,57831,1369.51,6291,45129,1394.0,-24.49,-1.76,-1.28,0.31
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,事件类别,配送问题,2507,162216,154.55,2274,135979,167.23,-12.68,-7.58,23.47,-2.98
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,事件类别,退款问题,9108,347776,261.89,9247,313632,294.84,-32.95,-11.18,6.6,-2.17
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,事件类别,质量问题,7055,85149,828.55,6001,89112,673.42,155.13,23.04,13.34,20.69
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,事件类别,服务态度,612,376103,16.27,568,476036,11.93,4.34,36.38,1.9,0.08
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,事件类别,优惠券问题,6033,100961,597.56,5950,111285,534.66,62.9,11.76,11.83,7.44
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,进线渠道,APP在线,4671,495751,94.22,3186,458437,69.5,24.72,35.57,-4.73,-1.17
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,进线渠道,电话热线,10050,171188,587.07,9648,218276,442.01,145.06,32.82,19.24,27.91
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,进线渠道,小程序,7963,292238,272.48,6332,262124,241.57,30.91,12.8,2.97,0.92
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,进线渠道,网页端,3322,48538,684.41,3530,48339,730.26,-45.85,-6.28,23.08,-10.58
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,战区,华东战区,2861,384849,74.34,3339,307919,108.44,-34.1,-31.45,5.63,-1.92
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,战区,华南战区,2491,149829,166.26,1900,138293,137.39,28.87,21.01,13.74,3.97
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,战区,华北战区,5710,478304,119.38,6516,467727,139.31,-19.93,-14.31,16.45,-3.28
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,战区,华中战区,1257,213290,58.93,1005,218359,46.03,12.9,28.03,-1.51,-0.19
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,战区,西南战区,9651,447205,215.81,10795,360899,299.11,-83.3,-27.85,10.91,-9.09
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,战区,西北战区,2046,437948,46.72,1743,406980,42.83,3.89,9.08,-1.85,-0.07
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,FAQ,配送时效咨询,3508,431139,81.37,3310,365057,90.67,-9.3,-10.26,7.98,-0.74
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,FAQ,退款进度查询,2892,298280,96.96,3333,286800,116.21,-19.25,-16.56,-3.73,0.72
闪购客服,2025,W25,2025-06-23,2025-06-29,历史对比期,FAQ,优惠券使用,8827,151195,583.82,9421,155582,605.53,-21.71,-3.59,11.55,-2.51
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,城市等级,一线城市,5991,124229,482.25,6223,111472,558.26,-76.01,-13.62,12.24,-9.3
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,城市等级,二线城市,8978,535988,167.5,7394,483003,153.08,14.42,9.42,24.55,3.54
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,城市等级,三线城市,5254,355709,147.71,4780,389055,122.86,24.85,20.23,6.76,1.68
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,城市等级,四线城市,5346,125435,426.2,3704,114776,322.72,103.48,32.06,2.14,2.21
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,城市等级,五线城市,9813,496983,197.45,8335,458700,181.71,15.74,8.66,10.44,1.64
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,品类,生鲜果蔬,2251,97661,230.49,1927,130187,148.02,82.47,55.72,17.18,14.17
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,品类,鲜花绿植,991,284639,34.82,991,352565,28.11,6.71,23.87,2.15,0.14
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,品类,医药健康,6766,198047,341.64,5950,144493,411.78,-70.14,-17.03,15.59,-10.93
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,品类,日用百货,9632,66947,1438.75,8989,80235,1120.33,318.42,28.42,2.96,9.43
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,品类,酒水饮料,3835,260227,147.37,4650,282066,164.86,-17.49,-10.61,8.17,-1.43
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,事件类别,配送问题,4178,285465,146.36,5425,200144,271.05,-124.69,-46.0,1.71,-2.13
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,事件类别,退款问题,3164,356847,88.67,2918,293396,99.46,-10.79,-10.85,6.03,-0.65
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,事件类别,质量问题,4402,281292,156.49,4132,340501,121.35,35.14,28.96,8.92,3.13
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,事件类别,服务态度,8720,478828,182.11,8513,350379,242.97,-60.86,-25.05,24.01,-14.61
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,事件类别,优惠券问题,1293,62358,207.35,1617,81743,197.82,9.53,4.82,19.02,1.81
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,进线渠道,APP在线,2016,421424,47.84,1598,312354,51.16,-3.32,-6.49,7.19,-0.24
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,进线渠道,电话热线,4603,63774,721.77,4842,48460,999.17,-277.4,-27.76,16.43,-45.58
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,进线渠道,小程序,7127,41846,1703.15,8603,44882,1916.8,-213.65,-11.15,15.13,-32.33
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,进线渠道,网页端,4736,57267,827.0,5144,53927,953.88,-126.88,-13.3,4.78,-6.06
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,战区,华东战区,2381,525550,45.3,2528,457984,55.2,-9.9,-17.93,0.12,-0.01
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,战区,华南战区,7120,324968,219.1,5940,318548,186.47,32.63,17.5,-3.98,-1.3
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,战区,华北战区,2810,282971,99.3,2438,294428,82.8,16.5,19.93,14.46,2.39
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,战区,华中战区,8907,212619,418.92,7835,239985,326.48,92.44,28.31,10.82,10.0
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,战区,西南战区,5762,94092,612.38,5682,81168,700.03,-87.65,-12.52,-2.4,2.1
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,战区,西北战区,2565,140357,182.75,3310,142261,232.67,-49.92,-21.46,-2.67,1.33
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,FAQ,配送时效咨询,5172,136765,378.17,3938,147889,266.28,111.89,42.02,16.38,18.33
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,FAQ,退款进度查询,3156,91346,345.5,3200,86535,369.79,-24.29,-6.57,9.27,-2.25
闪购客服,2025,W26,2025-06-30,2025-07-06,历史对比期,FAQ,优惠券使用,3317,59098,561.27,2655,56887,466.71,94.56,20.26,21.14,19.99
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,城市等级,一线城市,4340,288787,150.28,3282,244251,134.37,15.91,11.84,-0.16,-0.03
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,城市等级,二线城市,3623,99937,362.53,4012,82330,487.31,-124.78,-25.61,13.13,-16.38
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,城市等级,三线城市,3556,144465,246.15,3079,134902,228.24,17.91,7.85,7.05,1.26
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,城市等级,四线城市,8857,43685,2027.47,7933,40942,1937.62,89.85,4.64,7.6,6.83
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,城市等级,五线城市,722,329021,21.94,659,315835,20.87,1.07,5.13,19.18,0.21
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,品类,生鲜果蔬,10259,386254,265.6,8527,362175,235.44,30.16,12.81,21.3,6.42
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,品类,鲜花绿植,3385,338566,99.98,3432,288612,118.91,-18.93,-15.92,-2.27,0.43
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,品类,医药健康,920,475110,19.36,851,331093,25.7,-6.34,-24.67,3.03,-0.19
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,品类,日用百货,2908,423569,68.65,3009,454070,66.27,2.38,3.59,18.44,0.44
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,品类,酒水饮料,2507,243431,102.99,2314,230391,100.44,2.55,2.54,23.9,0.61
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,事件类别,配送问题,2224,182424,121.91,1965,184994,106.22,15.69,14.77,20.2,3.17
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,事件类别,退款问题,3758,205059,183.26,4129,217120,190.17,-6.91,-3.63,-3.68,0.25
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,事件类别,质量问题,1538,261257,58.87,1426,327222,43.58,15.29,35.08,11.87,1.81
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,事件类别,服务态度,1273,477378,26.67,1103,346191,31.86,-5.19,-16.29,2.53,-0.13
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,事件类别,优惠券问题,2052,222751,92.12,1604,231258,69.36,22.76,32.81,20.97,4.77
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,进线渠道,APP在线,7112,176250,403.52,6123,170106,359.95,43.57,12.1,18.56,8.09
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,进线渠道,电话热线,1912,84298,226.81,2192,80861,271.08,-44.27,-16.33,8.56,-3.79
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,进线渠道,小程序,1640,113657,144.29,1585,137416,115.34,28.95,25.1,14.27,4.13
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,进线渠道,网页端,929,66595,139.5,837,69669,120.14,19.36,16.11,7.31,1.42
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,战区,华东战区,3201,333638,95.94,2724,372167,73.19,22.75,31.08,-4.67,-1.06
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,战区,华南战区,8676,289831,299.35,7418,300332,246.99,52.36,21.2,4.0,2.09
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,战区,华北战区,6248,170778,365.86,6346,197096,321.98,43.88,13.63,0.47,0.21
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,战区,华中战区,8981,375593,239.12,9876,327345,301.7,-62.58,-20.74,-3.06,1.91
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,战区,西南战区,1432,394818,36.27,1431,426910,33.52,2.75,8.2,0.25,0.01
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,战区,西北战区,1152,328220,35.1,1257,269734,46.6,-11.5,-24.68,24.91,-2.86
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,FAQ,配送时效咨询,3765,444798,84.65,3806,402375,94.59,-9.94,-10.51,12.59,-1.25
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,FAQ,退款进度查询,1695,32465,522.1,1920,27280,703.81,-181.71,-25.82,-3.4,6.18
闪购客服,2025,W27,2025-07-07,2025-07-13,历史对比期,FAQ,优惠券使用,4269,103824,411.18,4860,97957,496.14,-84.96,-17.12,15.59,-13.25
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,城市等级,一线城市,570,192549,29.6,599,224865,26.64,2.96,11.11,11.61,0.34
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,城市等级,二线城市,3964,554899,71.44,3147,474335,66.35,5.09,7.67,21.87,1.11
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,城市等级,三线城市,2148,65156,329.67,1891,72586,260.52,69.15,26.54,23.63,16.34
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,城市等级,四线城市,3017,232992,129.49,2440,211074,115.6,13.89,12.02,5.54,0.77
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,城市等级,五线城市,6093,59673,1021.06,5122,46003,1113.41,-92.35,-8.29,24.46,-22.59
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,品类,生鲜果蔬,2173,475640,45.69,2123,372525,56.99,-11.3,-19.83,-2.49,0.28
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,品类,鲜花绿植,4172,144041,289.64,3985,132856,299.95,-10.31,-3.44,0.71,-0.07
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,品类,医药健康,5261,36083,1458.03,5461,31857,1714.22,-256.19,-14.94,-2.23,5.71
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,品类,日用百货,6263,92455,677.41,7472,89219,837.49,-160.08,-19.11,23.06,-36.91
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,品类,酒水饮料,5746,108102,531.54,5245,96006,546.32,-14.78,-2.71,5.49,-0.81
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,事件类别,配送问题,3574,158013,226.18,2774,152779,181.57,44.61,24.57,1.6,0.71
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,事件类别,退款问题,3392,208599,162.61,2633,190401,138.29,24.32,17.59,1.44,0.35
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,事件类别,质量问题,2540,295898,85.84,2401,379423,63.28,22.56,35.65,0.65,0.15
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,事件类别,服务态度,8295,394704,210.16,5705,374564,152.31,57.85,37.98,16.69,9.66
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,事件类别,优惠券问题,2666,424322,62.83,2017,505418,39.91,22.92,57.43,10.66,2.44
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,进线渠道,APP在线,1170,276910,42.25,1106,335583,32.96,9.29,28.19,18.53,1.72
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,进线渠道,电话热线,847,417706,20.28,547,362808,15.08,5.2,34.48,18.64,0.97
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,进线渠道,小程序,2636,280917,93.84,2591,251829,102.89,-9.05,-8.8,17.99,-1.63
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,进线渠道,网页端,5512,337666,163.24,4532,302624,149.76,13.48,9.0,19.21,2.59
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,战区,华东战区,3280,272528,120.35,2832,232058,122.04,-1.69,-1.38,1.5,-0.03
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,战区,华南战区,1659,179040,92.66,1988,184970,107.48,-14.82,-13.79,0.78,-0.12
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,战区,华北战区,3702,300065,123.37,4683,263476,177.74,-54.37,-30.59,15.01,-8.16
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,战区,华中战区,5563,384506,144.68,6309,365602,172.56,-27.88,-16.16,12.45,-3.47
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,战区,西南战区,5800,28807,2013.4,6510,28101,2316.64,-303.24,-13.09,15.67,-47.52
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,战区,西北战区,7550,279177,270.44,9449,353448,267.34,3.1,1.16,17.97,0.56
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,FAQ,配送时效咨询,1279,118563,107.88,1476,114693,128.69,-20.81,-16.17,7.81,-1.63
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,FAQ,退款进度查询,6591,277209,237.76,5036,328584,153.26,84.5,55.14,6.63,5.6
闪购客服,2025,W28,2025-07-14,2025-07-20,历史对比期,FAQ,优惠券使用,6509,147512,441.25,5547,116312,476.91,-35.66,-7.48,23.6,-8.42
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,城市等级,一线城市,4415,328024,134.59,4153,303110,137.01,-2.42,-1.77,4.45,-0.11
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,城市等级,二线城市,7911,519785,152.2,7151,443225,161.34,-9.14,-5.67,10.31,-0.94
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,城市等级,三线城市,2215,342823,64.61,1947,242562,80.27,-15.66,-19.51,14.84,-2.32
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,城市等级,四线城市,1614,105599,152.84,1102,128627,85.67,67.17,78.41,-0.8,-0.54
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,城市等级,五线城市,977,233809,41.79,747,231117,32.32,9.47,29.3,-4.22,-0.4
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,品类,生鲜果蔬,5433,64348,844.32,4117,71698,574.21,270.11,47.04,20.49,55.35
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,品类,鲜花绿植,4292,292810,146.58,3803,292730,129.91,16.67,12.83,20.19,3.37
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,品类,医药健康,758,399426,18.98,772,377437,20.45,-1.47,-7.19,-4.55,0.07
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,品类,日用百货,781,121192,64.44,948,138376,68.51,-4.07,-5.94,13.54,-0.55
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,品类,酒水饮料,835,398627,20.95,799,364984,21.89,-0.94,-4.29,9.49,-0.09
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,事件类别,配送问题,1094,421884,25.93,1114,432331,25.77,0.16,0.62,11.62,0.02
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,事件类别,退款问题,1467,142760,102.76,1486,123390,120.43,-17.67,-14.67,16.54,-2.92
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,事件类别,质量问题,7473,524029,142.61,7548,391627,192.73,-50.12,-26.01,24.65,-12.35
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,事件类别,服务态度,7886,428398,184.08,6750,473254,142.63,41.45,29.06,6.1,2.53
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,事件类别,优惠券问题,9295,279303,332.79,8861,215192,411.77,-78.98,-19.18,14.8,-11.69
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,进线渠道,APP在线,6346,129365,490.55,6996,166151,421.06,69.49,16.5,21.27,14.78
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,进线渠道,电话热线,5457,384740,141.84,6812,382234,178.22,-36.38,-20.41,15.7,-5.71
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,进线渠道,小程序,6948,118324,587.2,6359,87889,723.53,-136.33,-18.84,-1.54,2.1
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,进线渠道,网页端,2032,238859,85.07,2742,215116,127.47,-42.4,-33.26,10.95,-4.64
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,战区,华东战区,10896,98633,1104.7,8368,120841,692.48,412.22,59.53,21.16,87.23
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,战区,华南战区,2998,52053,575.95,2891,62638,461.54,114.41,24.79,18.26,20.89
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,战区,华北战区,8360,132951,628.8,8795,140745,624.89,3.91,0.63,-3.36,-0.13
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,战区,华中战区,10213,152689,668.88,7121,107112,664.82,4.06,0.61,1.84,0.07
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,战区,西南战区,6022,152534,394.8,7040,173087,406.73,-11.93,-2.93,20.79,-2.48
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,战区,西北战区,1589,275841,57.61,1552,193483,80.21,-22.6,-28.18,11.22,-2.54
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,FAQ,配送时效咨询,710,408455,17.38,702,441737,15.89,1.49,9.38,11.43,0.17
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,FAQ,退款进度查询,9214,257106,358.37,9139,274923,332.42,25.95,7.81,0.72,0.19
闪购客服,2025,W29,2025-07-21,2025-07-27,历史对比期,FAQ,优惠券使用,6322,287636,219.79,7923,319952,247.63,-27.84,-11.24,9.7,-2.7
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,城市等级,一线城市,3578,243726,146.8,3818,204607,186.6,-39.8,-21.33,0.89,-0.35
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,城市等级,二线城市,7254,504157,143.88,7880,371208,212.28,-68.4,-32.22,16.63,-11.37
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,城市等级,三线城市,2401,123972,193.67,1802,127527,141.3,52.37,37.06,15.88,8.32
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,城市等级,四线城市,3105,151302,205.22,2433,106561,228.32,-23.1,-10.12,-2.1,0.49
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,城市等级,五线城市,8279,156892,527.69,7171,151986,471.82,55.87,11.84,4.25,2.37
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,品类,生鲜果蔬,10373,77636,1336.11,7620,56227,1355.22,-19.11,-1.41,22.07,-4.22
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,品类,鲜花绿植,6243,212022,294.45,5735,190072,301.73,-7.28,-2.41,24.34,-1.77
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,品类,医药健康,6372,293458,217.13,4751,384437,123.58,93.55,75.7,-1.65,-1.54
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,品类,日用百货,4600,187533,245.29,3456,224674,153.82,91.47,59.47,1.74,1.59
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,品类,酒水饮料,8348,88485,943.44,6666,74907,889.9,53.54,6.02,5.96,3.19
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,事件类别,配送问题,10751,441349,243.59,8843,367208,240.82,2.77,1.15,-3.42,-0.09
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,事件类别,退款问题,2298,103543,221.94,2063,100537,205.2,16.74,8.16,10.07,1.69
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,事件类别,质量问题,10455,308207,339.22,9115,410974,221.79,117.43,52.95,9.52,11.18
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,事件类别,服务态度,933,295761,31.55,1196,200544,59.64,-28.09,-47.1,11.5,-3.23
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,事件类别,优惠券问题,1216,325960,37.31,1198,305225,39.25,-1.94,-4.94,9.28,-0.18
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,进线渠道,APP在线,7114,408513,174.14,7146,434868,164.33,9.81,5.97,-4.42,-0.43
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,进线渠道,电话热线,907,437782,20.72,910,423828,21.47,-0.75,-3.49,-4.64,0.03
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,进线渠道,小程序,9183,45849,2002.88,10447,33953,3076.9,-1074.02,-34.91,12.0,-128.88
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,进线渠道,网页端,1198,534849,22.4,1082,459395,23.55,-1.15,-4.88,11.77,-0.14
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,战区,华东战区,6221,161228,385.85,5308,159448,332.9,52.95,15.91,15.05,7.97
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,战区,华南战区,5398,422593,127.74,5621,456895,123.03,4.71,3.83,23.93,1.13
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,战区,华北战区,4749,216107,219.75,4298,201623,213.17,6.58,3.09,-1.56,-0.1
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,战区,华中战区,10966,68159,1608.89,8853,70392,1257.67,351.22,27.93,11.68,41.02
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,战区,西南战区,6523,192117,339.53,6296,223876,281.23,58.3,20.73,12.32,7.18
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,战区,西北战区,8773,282145,310.94,8836,292659,301.92,9.02,2.99,6.39,0.58
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,FAQ,配送时效咨询,7224,360453,200.41,6864,299477,229.2,-28.79,-12.56,16.26,-4.68
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,FAQ,退款进度查询,1476,63964,230.75,1242,51543,240.96,-10.21,-4.24,-1.3,0.13
闪购客服,2025,W30,2025-07-28,2025-08-03,历史对比期,FAQ,优惠券使用,2350,242307,96.98,2030,233437,86.96,10.02,11.52,12.53,1.26
