业务名称,年份,周次,日期,本期服务量,本期订单量,本期万服,对比期服务量,对比期订单量,对比期万服,绝对差(delta),YoY%
闪购客服,2025,W4,2025-01-30,3295,307372,107.2,3829,347583,110.16,-2.96,-2.69
闪购客服,2025,W4,2025-01-31,4772,82000,581.95,5640,102417,550.69,31.26,5.68
闪购客服,2025,W4,2025-02-01,6276,450185,139.41,4766,391680,121.68,17.73,14.57
闪购客服,2025,W4,2025-02-02,7723,207736,371.77,7863,198404,396.31,-24.54,-6.19
闪购客服,2025,W5,2025-02-03,1674,278299,60.15,1148,246547,46.56,13.59,29.19
闪购客服,2025,W5,2025-02-04,6903,312629,220.8,8415,277718,303.01,-82.21,-27.13
闪购客服,2025,W5,2025-02-05,2400,314909,76.21,2450,326212,75.1,1.11,1.48
闪购客服,2025,W5,2025-02-06,1245,259188,48.03,1027,218035,47.1,0.93,1.97
闪购客服,2025,W5,2025-02-07,3426,126411,271.02,2906,148762,195.35,75.67,38.74
闪购客服,2025,W5,2025-02-08,2334,387821,60.18,2907,437918,66.38,-6.2,-9.34
闪购客服,2025,W5,2025-02-09,2390,318942,74.94,2183,278867,78.28,-3.34,-4.27
闪购客服,2025,W6,2025-02-10,3758,331829,113.25,4875,303228,160.77,-47.52,-29.56
闪购客服,2025,W6,2025-02-11,9998,64815,1542.54,7148,68941,1036.83,505.71,48.77
闪购客服,2025,W6,2025-02-12,3786,244809,154.65,3688,204237,180.57,-25.92,-14.35
闪购客服,2025,W6,2025-02-13,3535,74604,473.84,3918,67422,581.12,-107.28,-18.46
闪购客服,2025,W6,2025-02-14,2309,472279,48.89,2396,443529,54.02,-5.13,-9.5
闪购客服,2025,W6,2025-02-15,5789,99436,582.18,4278,88339,484.27,97.91,20.22
闪购客服,2025,W6,2025-02-16,3362,148997,225.64,3093,162243,190.64,35.0,18.36
闪购客服,2025,W7,2025-02-17,9547,42376,2252.93,8848,52959,1670.73,582.2,34.85
闪购客服,2025,W7,2025-02-18,1139,59170,192.5,1190,68929,172.64,19.86,11.5
闪购客服,2025,W7,2025-02-19,9896,457465,216.32,8493,335040,253.49,-37.17,-14.66
闪购客服,2025,W7,2025-02-20,4271,71603,596.48,4437,55157,804.43,-207.95,-25.85
闪购客服,2025,W7,2025-02-21,2774,513962,53.97,3505,486419,72.06,-18.09,-25.1
闪购客服,2025,W7,2025-02-22,8830,208761,422.97,7103,189507,374.81,48.16,12.85
闪购客服,2025,W7,2025-02-23,2735,119819,228.26,2893,91555,315.98,-87.72,-27.76
闪购客服,2025,W8,2025-02-24,6761,373176,181.17,6143,367513,167.15,14.02,8.39
闪购客服,2025,W8,2025-02-25,2481,201391,123.19,2551,176080,144.88,-21.69,-14.97
闪购客服,2025,W8,2025-02-26,8390,196696,426.55,6508,168890,385.34,41.21,10.69
闪购客服,2025,W8,2025-02-27,3448,479862,71.85,2728,490318,55.64,16.21,29.13
闪购客服,2025,W8,2025-02-28,4285,54150,791.32,3757,52364,717.48,73.84,10.29
闪购客服,2025,W8,2025-03-01,1572,164429,95.6,1442,146401,98.5,-2.9,-2.94
闪购客服,2025,W8,2025-03-02,2946,418829,70.34,2687,402730,66.72,3.62,5.43
闪购客服,2025,W9,2025-03-03,3937,297222,132.46,3862,337357,114.48,17.98,15.71
闪购客服,2025,W9,2025-03-04,3038,104355,291.12,2988,110183,271.19,19.93,7.35
闪购客服,2025,W9,2025-03-05,7937,47291,1678.33,7579,49847,1520.45,157.88,10.38
闪购客服,2025,W9,2025-03-06,3264,453833,71.92,2708,419715,64.52,7.4,11.47
闪购客服,2025,W9,2025-03-07,5815,134568,432.12,5174,109680,471.74,-39.62,-8.4
闪购客服,2025,W9,2025-03-08,2644,150691,175.46,2242,107599,208.37,-32.91,-15.79
闪购客服,2025,W9,2025-03-09,8029,147589,544.01,8041,156591,513.5,30.51,5.94
闪购客服,2025,W10,2025-03-10,6290,133737,470.33,4407,136653,322.5,147.83,45.84
闪购客服,2025,W10,2025-03-11,6321,439453,143.84,4681,408228,114.67,29.17,25.44
闪购客服,2025,W10,2025-03-12,7567,288393,262.39,8391,246592,340.28,-77.89,-22.89
闪购客服,2025,W10,2025-03-13,8015,234537,341.74,7032,202220,347.74,-6.0,-1.73
闪购客服,2025,W10,2025-03-14,3536,84933,416.33,3488,83109,419.69,-3.36,-0.8
闪购客服,2025,W10,2025-03-15,6280,338163,185.71,4957,369663,134.1,51.61,38.49
闪购客服,2025,W10,2025-03-16,1800,363222,49.56,1681,264786,63.49,-13.93,-21.94
闪购客服,2025,W11,2025-03-17,9052,293193,308.74,7170,222528,322.21,-13.47,-4.18
闪购客服,2025,W11,2025-03-18,807,138926,58.09,1110,113465,97.83,-39.74,-40.62
闪购客服,2025,W11,2025-03-19,1488,120580,123.4,1559,126486,123.25,0.15,0.12
闪购客服,2025,W11,2025-03-20,5782,106132,544.79,6792,85013,798.94,-254.15,-31.81
闪购客服,2025,W11,2025-03-21,2441,354843,68.79,2640,275168,95.94,-27.15,-28.3
闪购客服,2025,W11,2025-03-22,8625,310546,277.74,7801,251175,310.58,-32.84,-10.57
闪购客服,2025,W11,2025-03-23,6825,138279,493.57,6430,161630,397.82,95.75,24.07
闪购客服,2025,W12,2025-03-24,10876,191470,568.03,7808,207560,376.18,191.85,51.0
闪购客服,2025,W12,2025-03-25,8323,253352,328.52,9118,256448,355.55,-27.03,-7.6
闪购客服,2025,W12,2025-03-26,5351,308058,173.7,4490,341836,131.35,42.35,32.24
闪购客服,2025,W12,2025-03-27,3600,113948,315.93,3366,78444,429.1,-113.17,-26.37
闪购客服,2025,W12,2025-03-28,8534,332654,256.54,7653,249331,306.94,-50.4,-16.42
闪购客服,2025,W12,2025-03-29,5837,409869,142.41,6033,358369,168.35,-25.94,-15.41
闪购客服,2025,W12,2025-03-30,5797,349714,165.76,4344,427749,101.55,64.21,63.23
闪购客服,2025,W13,2025-03-31,1278,527646,24.22,1033,520760,19.84,4.38,22.08
闪购客服,2025,W13,2025-04-01,5521,302089,182.76,5248,253491,207.03,-24.27,-11.72
闪购客服,2025,W13,2025-04-02,10452,524687,199.2,11151,550291,202.64,-3.44,-1.7
闪购客服,2025,W13,2025-04-03,5058,104386,484.55,4700,111129,422.93,61.62,14.57
闪购客服,2025,W13,2025-04-04,5987,244821,244.55,5754,300496,191.48,53.07,27.72
闪购客服,2025,W13,2025-04-05,7279,466910,155.9,6802,495985,137.14,18.76,13.68
闪购客服,2025,W13,2025-04-06,2599,404395,64.27,3203,347597,92.15,-27.88,-30.26
闪购客服,2025,W14,2025-04-07,5253,175779,298.84,4243,220439,192.48,106.36,55.26
闪购客服,2025,W14,2025-04-08,6304,151777,415.35,7472,120120,622.04,-206.69,-33.23
闪购客服,2025,W14,2025-04-09,6025,437128,137.83,4900,449975,108.89,28.94,26.58
闪购客服,2025,W14,2025-04-10,3815,319555,119.38,3399,285338,119.12,0.26,0.22
闪购客服,2025,W14,2025-04-11,8530,179440,475.37,7716,146297,527.42,-52.05,-9.87
闪购客服,2025,W14,2025-04-12,6522,116497,559.84,8715,104350,835.17,-275.33,-32.97
闪购客服,2025,W14,2025-04-13,5983,414119,144.48,6082,298996,203.41,-58.93,-28.97
闪购客服,2025,W15,2025-04-14,5712,290515,196.62,4078,388986,104.84,91.78,87.54
闪购客服,2025,W15,2025-04-15,4465,123327,362.05,3919,117802,332.68,29.37,8.83
闪购客服,2025,W15,2025-04-16,6024,194691,309.41,6230,194841,319.75,-10.34,-3.23
闪购客服,2025,W15,2025-04-17,7377,79931,922.92,7054,69905,1009.08,-86.16,-8.54
闪购客服,2025,W15,2025-04-18,9402,533700,176.17,8249,354637,232.6,-56.43,-24.26
闪购客服,2025,W15,2025-04-19,1458,290808,50.14,1272,303704,41.88,8.26,19.72
闪购客服,2025,W15,2025-04-20,4270,261621,163.21,4516,358942,125.81,37.4,29.73
闪购客服,2025,W16,2025-04-21,2393,308101,77.67,2908,309697,93.9,-16.23,-17.28
闪购客服,2025,W16,2025-04-22,6433,427389,150.52,5625,423960,132.68,17.84,13.45
闪购客服,2025,W16,2025-04-23,7538,261633,288.11,6245,269237,231.95,56.16,24.21
闪购客服,2025,W16,2025-04-24,3573,346931,102.99,3923,284636,137.83,-34.84,-25.28
闪购客服,2025,W16,2025-04-25,655,437118,14.98,882,546302,16.14,-1.16,-7.19
闪购客服,2025,W16,2025-04-26,7226,139882,516.58,5534,168124,329.16,187.42,56.94
闪购客服,2025,W16,2025-04-27,6495,471575,137.73,5604,342398,163.67,-25.94,-15.85
闪购客服,2025,W17,2025-04-28,6952,49857,1394.39,5371,57815,929.0,465.39,50.1
闪购客服,2025,W17,2025-04-29,4219,81089,520.29,4117,80827,509.36,10.93,2.15
闪购客服,2025,W17,2025-04-30,5596,496616,112.68,6228,372184,167.34,-54.66,-32.66
闪购客服,2025,W17,2025-05-01,1113,170648,65.22,1006,169068,59.5,5.72,9.61
闪购客服,2025,W17,2025-05-02,2758,298951,92.26,2175,228093,95.36,-3.1,-3.25
闪购客服,2025,W17,2025-05-03,5996,403446,148.62,7688,334655,229.73,-81.11,-35.31
闪购客服,2025,W17,2025-05-04,3055,232925,131.16,3164,242338,130.56,0.6,0.46
闪购客服,2025,W18,2025-05-05,2936,114329,256.8,3496,110077,317.6,-60.8,-19.14
闪购客服,2025,W18,2025-05-06,6080,439671,138.29,5648,451482,125.1,13.19,10.54
闪购客服,2025,W18,2025-05-07,1803,212731,84.75,1625,190383,85.35,-0.6,-0.7
闪购客服,2025,W18,2025-05-08,6796,172352,394.31,5139,185600,276.89,117.42,42.41
闪购客服,2025,W18,2025-05-09,7406,50130,1477.36,5534,38001,1456.28,21.08,1.45
闪购客服,2025,W18,2025-05-10,6373,338781,188.12,5644,377276,149.6,38.52,25.75
闪购客服,2025,W18,2025-05-11,9667,157323,614.47,7932,152094,521.52,92.95,17.82
闪购客服,2025,W19,2025-05-12,2275,245558,92.65,2043,241996,84.42,8.23,9.75
闪购客服,2025,W19,2025-05-13,8134,408557,199.09,7347,465410,157.86,41.23,26.12
闪购客服,2025,W19,2025-05-14,10052,257666,390.12,9124,251283,363.1,27.02,7.44
闪购客服,2025,W19,2025-05-15,10810,150029,720.53,9847,121134,812.9,-92.37,-11.36
闪购客服,2025,W19,2025-05-16,4106,123436,332.64,4777,108169,441.62,-108.98,-24.68
闪购客服,2025,W19,2025-05-17,6624,174454,379.7,5773,126481,456.43,-76.73,-16.81
闪购客服,2025,W19,2025-05-18,7039,306576,229.6,9932,259888,382.16,-152.56,-39.92
闪购客服,2025,W20,2025-05-19,3470,269784,128.62,2515,314320,80.01,48.61,60.75
闪购客服,2025,W20,2025-05-20,1676,259660,64.55,1354,188530,71.82,-7.27,-10.12
闪购客服,2025,W20,2025-05-21,11773,234221,502.64,7892,239044,330.15,172.49,52.25
闪购客服,2025,W20,2025-05-22,1460,298921,48.84,1411,276960,50.95,-2.11,-4.14
闪购客服,2025,W20,2025-05-23,6634,123423,537.5,6343,120852,524.86,12.64,2.41
闪购客服,2025,W20,2025-05-24,2551,483726,52.74,1672,467107,35.79,16.95,47.36
闪购客服,2025,W20,2025-05-25,2605,357878,72.79,2430,309777,78.44,-5.65,-7.2
闪购客服,2025,W21,2025-05-26,6686,273762,244.23,7392,369563,200.02,44.21,22.1
闪购客服,2025,W21,2025-05-27,3072,132981,231.01,2542,101603,250.19,-19.18,-7.67
闪购客服,2025,W21,2025-05-28,2598,260743,99.64,2933,205503,142.72,-43.08,-30.18
闪购客服,2025,W21,2025-05-29,5526,142367,388.15,4596,120838,380.34,7.81,2.05
闪购客服,2025,W21,2025-05-30,5576,373040,149.47,4274,297138,143.84,5.63,3.91
闪购客服,2025,W21,2025-05-31,4926,162305,303.5,5748,171888,334.4,-30.9,-9.24
闪购客服,2025,W21,2025-06-01,1551,70957,218.58,1192,76499,155.82,62.76,40.28
闪购客服,2025,W22,2025-06-02,2072,551860,37.55,2631,544381,48.33,-10.78,-22.3
闪购客服,2025,W22,2025-06-03,1649,442173,37.29,1337,460781,29.02,8.27,28.5
闪购客服,2025,W22,2025-06-04,4757,74203,641.08,4327,79438,544.7,96.38,17.69
闪购客服,2025,W22,2025-06-05,6598,486893,135.51,5316,417782,127.24,8.27,6.5
闪购客服,2025,W22,2025-06-06,1749,118620,147.45,1499,122762,122.11,25.34,20.75
闪购客服,2025,W22,2025-06-07,4982,328748,151.54,4375,360218,121.45,30.09,24.78
闪购客服,2025,W22,2025-06-08,7400,509707,145.18,5565,437645,127.16,18.02,14.17
闪购客服,2025,W23,2025-06-09,8340,148646,561.06,6325,170529,370.9,190.16,51.27
闪购客服,2025,W23,2025-06-10,1416,373380,37.92,1462,249085,58.69,-20.77,-35.39
闪购客服,2025,W23,2025-06-11,6781,148626,456.25,5884,164222,358.3,97.95,27.34
闪购客服,2025,W23,2025-06-12,3554,485855,73.15,3550,338339,104.92,-31.77,-30.28
闪购客服,2025,W23,2025-06-13,5069,333184,152.14,4432,337178,131.44,20.7,15.75
闪购客服,2025,W23,2025-06-14,10601,299532,353.92,10222,379499,269.36,84.56,31.39
闪购客服,2025,W23,2025-06-15,1440,250812,57.41,1159,216481,53.54,3.87,7.23
闪购客服,2025,W24,2025-06-16,5399,194946,276.95,5985,188644,317.26,-40.31,-12.71
闪购客服,2025,W24,2025-06-17,1993,371710,53.62,2268,344077,65.92,-12.3,-18.66
闪购客服,2025,W24,2025-06-18,1208,268622,44.97,1158,256933,45.07,-0.1,-0.22
闪购客服,2025,W24,2025-06-19,1079,201682,53.5,1216,178649,68.07,-14.57,-21.4
闪购客服,2025,W24,2025-06-20,6515,404741,160.97,6981,311746,223.93,-62.96,-28.12
闪购客服,2025,W24,2025-06-21,3420,434411,78.73,3280,390934,83.9,-5.17,-6.16
闪购客服,2025,W24,2025-06-22,3682,322042,114.33,4572,321332,142.28,-27.95,-19.64
闪购客服,2025,W25,2025-06-23,6321,179759,351.64,4653,141837,328.05,23.59,7.19
闪购客服,2025,W25,2025-06-24,1045,141883,73.65,977,175144,55.78,17.87,32.04
闪购客服,2025,W25,2025-06-25,2216,392919,56.4,1881,428591,43.89,12.51,28.5
闪购客服,2025,W25,2025-06-26,6607,40478,1632.24,6581,41918,1569.97,62.27,3.97
闪购客服,2025,W25,2025-06-27,9099,422847,215.18,6413,429665,149.26,65.92,44.16
闪购客服,2025,W25,2025-06-28,2846,84871,335.33,2309,79588,290.12,45.21,15.58
闪购客服,2025,W25,2025-06-29,3633,236748,153.45,3037,254221,119.46,33.99,28.45
闪购客服,2025,W26,2025-06-30,9534,355021,268.55,7637,331560,230.34,38.21,16.59
闪购客服,2025,W26,2025-07-01,3145,161791,194.39,2951,187229,157.61,36.78,23.34
闪购客服,2025,W26,2025-07-02,9954,96754,1028.79,9915,78724,1259.46,-230.67,-18.31
闪购客服,2025,W26,2025-07-03,7487,188752,396.66,7497,208615,359.37,37.29,10.38
闪购客服,2025,W26,2025-07-04,843,106423,79.21,1102,118129,93.29,-14.08,-15.09
闪购客服,2025,W26,2025-07-05,2294,449356,51.05,1975,437644,45.13,5.92,13.12
闪购客服,2025,W26,2025-07-06,5534,260343,212.57,6174,250789,246.18,-33.61,-13.65
闪购客服,2025,W27,2025-07-07,3768,125532,300.16,3747,130800,286.47,13.69,4.78
闪购客服,2025,W27,2025-07-08,4558,292372,155.9,4949,338164,146.35,9.55,6.53
闪购客服,2025,W27,2025-07-09,2783,239413,116.24,2209,206287,107.08,9.16,8.55
闪购客服,2025,W27,2025-07-10,5298,474755,111.59,4754,372038,127.78,-16.19,-12.67
闪购客服,2025,W27,2025-07-11,6012,200742,299.49,5633,162769,346.07,-46.58,-13.46
闪购客服,2025,W27,2025-07-12,2207,99348,222.15,2126,117258,181.31,40.84,22.52
闪购客服,2025,W27,2025-07-13,845,75586,111.79,828,72493,114.22,-2.43,-2.13
闪购客服,2025,W28,2025-07-14,5635,148226,380.16,4200,168186,249.72,130.44,52.23
闪购客服,2025,W28,2025-07-15,4760,340701,139.71,5628,282271,199.38,-59.67,-29.93
闪购客服,2025,W28,2025-07-16,7087,430994,164.43,5783,314057,184.14,-19.71,-10.7
闪购客服,2025,W28,2025-07-17,6964,267244,260.59,9090,216104,420.63,-160.04,-38.05
闪购客服,2025,W28,2025-07-18,4384,188595,232.46,3015,219252,137.51,94.95,69.05
闪购客服,2025,W28,2025-07-19,6919,238154,290.53,5011,263762,189.98,100.55,52.93
闪购客服,2025,W28,2025-07-20,7910,155709,508.0,8752,113998,767.73,-259.73,-33.83
闪购客服,2025,W29,2025-07-21,8213,268294,306.12,8150,224935,362.33,-56.21,-15.51
闪购客服,2025,W29,2025-07-22,5358,100055,535.51,6041,117946,512.18,23.33,4.56
闪购客服,2025,W29,2025-07-23,9000,445725,201.92,7648,554322,137.97,63.95,46.35
闪购客服,2025,W29,2025-07-24,9031,477268,189.22,7833,352150,222.43,-33.21,-14.93
闪购客服,2025,W29,2025-07-25,6646,369275,179.97,6277,483204,129.9,50.07,38.55
闪购客服,2025,W29,2025-07-26,10718,72731,1473.65,8989,71346,1259.92,213.73,16.96
闪购客服,2025,W29,2025-07-27,9932,139387,712.55,7431,149955,495.55,217.0,43.79
闪购客服,2025,W30,2025-07-28,6947,109611,633.79,8198,103322,793.44,-159.65,-20.12
闪购客服,2025,W30,2025-07-29,4671,338066,138.17,3429,303160,113.11,25.06,22.16
闪购客服,2025,W30,2025-07-30,3113,242904,128.16,4018,220972,181.83,-53.67,-29.52
闪购客服,2025,W30,2025-07-31,3742,325451,114.98,2542,289779,87.72,27.26,31.08
闪购客服,2025,W30,2025-08-01,6419,426424,150.53,8046,299915,268.28,-117.75,-43.89
闪购客服,2025,W30,2025-08-02,10772,327938,328.48,10454,307628,339.83,-11.35,-3.34
闪购客服,2025,W30,2025-08-03,4997,401289,124.52,5116,374932,136.45,-11.93,-8.74
闪购客服,2025,W31,2025-08-04,10290,224290,458.78,9012,199264,452.26,6.52,1.44
闪购客服,2025,W31,2025-08-05,4224,248349,170.08,4407,257441,171.18,-1.1,-0.64
闪购客服,2025,W31,2025-08-06,1661,85209,194.93,1354,86264,156.96,37.97,24.19
闪购客服,2025,W31,2025-08-07,9142,330817,276.35,10301,288897,356.56,-80.21,-22.5
闪购客服,2025,W31,2025-08-08,3627,221851,163.49,3502,153084,228.76,-65.27,-28.53
闪购客服,2025,W31,2025-08-09,10978,475423,230.91,10373,486680,213.14,17.77,8.34
闪购客服,2025,W31,2025-08-10,5283,453028,116.62,5871,481975,121.81,-5.19,-4.26
闪购客服,2025,W32,2025-08-11,4925,90505,544.17,3989,79699,500.51,43.66,8.72
闪购客服,2025,W32,2025-08-12,5722,69400,824.5,7539,77468,973.18,-148.68,-15.28
闪购客服,2025,W32,2025-08-13,1957,59337,329.81,1507,66362,227.09,102.72,45.23
闪购客服,2025,W32,2025-08-14,4954,318568,155.51,4976,332347,149.72,5.79,3.87
闪购客服,2025,W32,2025-08-15,2085,511925,40.73,1943,425900,45.62,-4.89,-10.72
闪购客服,2025,W32,2025-08-16,3705,377072,98.26,3199,269076,118.89,-20.63,-17.35
闪购客服,2025,W32,2025-08-17,10499,398125,263.71,8120,461436,175.97,87.74,49.86
闪购客服,2025,W33,2025-08-18,8138,155923,521.92,9793,129314,757.3,-235.38,-31.08
闪购客服,2025,W33,2025-08-19,7146,203077,351.89,5448,242581,224.58,127.31,56.69
闪购客服,2025,W33,2025-08-20,5856,145765,401.74,5536,170434,324.82,76.92,23.68
闪购客服,2025,W33,2025-08-21,3744,163166,229.46,3872,168426,229.89,-0.43,-0.19
闪购客服,2025,W33,2025-08-22,1872,382997,48.88,1272,384731,33.06,15.82,47.85
闪购客服,2025,W33,2025-08-23,2441,52240,467.27,2514,54722,459.41,7.86,1.71
闪购客服,2025,W33,2025-08-24,1457,334086,43.61,1393,282838,49.25,-5.64,-11.45
闪购客服,2025,W34,2025-08-25,4994,260480,191.72,5482,316803,173.04,18.68,10.8
闪购客服,2025,W34,2025-08-26,7563,160359,471.63,6707,205898,325.74,145.89,44.79
闪购客服,2025,W34,2025-08-27,8101,196574,412.11,8185,201568,406.07,6.04,1.49
闪购客服,2025,W34,2025-08-28,2155,125062,172.31,2452,121782,201.34,-29.03,-14.42
闪购客服,2025,W34,2025-08-29,10217,508004,201.12,8178,371993,219.84,-18.72,-8.52
闪购客服,2025,W34,2025-08-30,1430,207575,68.89,1555,282994,54.95,13.94,25.37
闪购客服,2025,W34,2025-08-31,5246,327765,160.05,5973,323275,184.77,-24.72,-13.38
闪购客服,2025,W35,2025-09-01,4929,469769,104.92,5587,475904,117.4,-12.48,-10.63
闪购客服,2025,W35,2025-09-02,6439,328337,196.11,6459,310609,207.95,-11.84,-5.69
闪购客服,2025,W35,2025-09-03,2485,412792,60.2,2641,550083,48.01,12.19,25.39
闪购客服,2025,W35,2025-09-04,7084,322391,219.73,6969,311115,224.0,-4.27,-1.91
闪购客服,2025,W35,2025-09-05,5115,86308,592.64,5396,88441,610.12,-17.48,-2.87
闪购客服,2025,W35,2025-09-06,7603,185132,410.68,6745,187773,359.21,51.47,14.33
闪购客服,2025,W35,2025-09-07,6755,65343,1033.78,8172,55205,1480.3,-446.52,-30.16
闪购客服,2025,W36,2025-09-08,4575,337669,135.49,3419,408193,83.76,51.73,61.76
闪购客服,2025,W36,2025-09-09,6134,65890,930.95,4532,52048,870.73,60.22,6.92
闪购客服,2025,W36,2025-09-10,1475,335358,43.98,1014,350422,28.94,15.04,51.97
闪购客服,2025,W36,2025-09-11,7537,227217,331.71,8315,224019,371.17,-39.46,-10.63
闪购客服,2025,W36,2025-09-12,5950,440487,135.08,5075,403582,125.75,9.33,7.42
闪购客服,2025,W36,2025-09-13,8968,333197,269.15,9199,330032,278.73,-9.58,-3.44
闪购客服,2025,W36,2025-09-14,5933,168501,352.1,4827,177887,271.35,80.75,29.76
闪购客服,2025,W37,2025-09-15,7710,294792,261.54,9372,329677,284.28,-22.74,-8.0
闪购客服,2025,W37,2025-09-16,4466,502445,88.89,4861,385274,126.17,-37.28,-29.55
闪购客服,2025,W37,2025-09-17,7708,293409,262.7,7055,307278,229.6,33.1,14.42
闪购客服,2025,W37,2025-09-18,7672,207158,370.35,7156,189181,378.26,-7.91,-2.09
闪购客服,2025,W37,2025-09-19,6999,289919,241.41,7243,241204,300.29,-58.88,-19.61
闪购客服,2025,W37,2025-09-20,8573,44456,1928.42,8271,47038,1758.37,170.05,9.67
闪购客服,2025,W37,2025-09-21,6318,305023,207.13,7823,386026,202.65,4.48,2.21
闪购客服,2025,W38,2025-09-22,5116,119256,428.99,4507,107563,419.01,9.98,2.38
闪购客服,2025,W38,2025-09-23,2425,282713,85.78,2356,319952,73.64,12.14,16.49
闪购客服,2025,W38,2025-09-24,7136,144376,494.26,6009,162629,369.49,124.77,33.77
闪购客服,2025,W38,2025-09-25,5868,405373,144.76,5153,374520,137.59,7.17,5.21
闪购客服,2025,W38,2025-09-26,8678,194274,446.69,9063,163088,555.71,-109.02,-19.62
闪购客服,2025,W38,2025-09-27,3223,340646,94.61,2605,441806,58.96,35.65,60.46
闪购客服,2025,W38,2025-09-28,1635,446362,36.63,1219,328770,37.08,-0.45,-1.21
闪购客服,2025,W39,2025-09-29,2903,356498,81.43,2818,420085,67.08,14.35,21.39
闪购客服,2025,W39,2025-09-30,2295,436536,52.57,2395,294668,81.28,-28.71,-35.32
闪购客服,2025,W39,2025-10-01,4846,50914,951.8,3304,42075,785.26,166.54,21.21
闪购客服,2025,W39,2025-10-02,6969,118267,589.26,5758,126708,454.43,134.83,29.67
闪购客服,2025,W39,2025-10-03,1433,73232,195.68,1243,57218,217.24,-21.56,-9.92
闪购客服,2025,W39,2025-10-04,5338,115776,461.06,5211,138158,377.18,83.88,22.24
闪购客服,2025,W39,2025-10-05,8004,502404,159.31,7444,434843,171.19,-11.88,-6.94
闪购客服,2025,W40,2025-10-06,1391,119679,116.23,1518,92663,163.82,-47.59,-29.05
闪购客服,2025,W40,2025-10-07,1000,371970,26.88,658,424384,15.5,11.38,73.42
闪购客服,2025,W40,2025-10-08,1867,170512,109.49,1661,126565,131.24,-21.75,-16.57
闪购客服,2025,W40,2025-10-09,8287,55614,1490.09,8283,43399,1908.57,-418.48,-21.93
闪购客服,2025,W40,2025-10-10,2618,196438,133.27,2318,188527,122.95,10.32,8.39
闪购客服,2025,W40,2025-10-11,2561,351673,72.82,2064,355279,58.1,14.72,25.34
闪购客服,2025,W40,2025-10-12,2946,398989,73.84,3666,363679,100.8,-26.96,-26.75
闪购客服,2025,W41,2025-10-13,8068,452949,178.12,9491,403470,235.23,-57.11,-24.28
闪购客服,2025,W41,2025-10-14,963,211489,45.53,846,256439,32.99,12.54,38.01
闪购客服,2025,W41,2025-10-15,2152,332884,64.65,1973,355271,55.54,9.11,16.4
闪购客服,2025,W41,2025-10-16,9216,293206,314.32,8802,216815,405.97,-91.65,-22.58
闪购客服,2025,W41,2025-10-17,6590,147624,446.4,6336,149391,424.12,22.28,5.25
闪购客服,2025,W41,2025-10-18,4570,271852,168.11,5729,371795,154.09,14.02,9.1
闪购客服,2025,W41,2025-10-19,2763,244375,113.06,3389,211827,159.99,-46.93,-29.33
闪购客服,2025,W42,2025-10-20,8004,303211,263.97,7839,388457,201.8,62.17,30.81
闪购客服,2025,W42,2025-10-21,5408,377677,143.19,5118,450197,113.68,29.51,25.96
闪购客服,2025,W42,2025-10-22,4307,170142,253.14,3590,159617,224.91,28.23,12.55
闪购客服,2025,W42,2025-10-23,4458,330831,134.75,4101,235962,173.8,-39.05,-22.47
闪购客服,2025,W42,2025-10-24,7511,326398,230.12,6674,282555,236.2,-6.08,-2.57
闪购客服,2025,W42,2025-10-25,11442,173751,658.53,8712,173086,503.33,155.2,30.83
闪购客服,2025,W42,2025-10-26,5329,282042,188.94,4863,310751,156.49,32.45,20.74
闪购客服,2025,W43,2025-10-27,8303,367150,226.15,6927,461425,150.12,76.03,50.65
闪购客服,2025,W43,2025-10-28,2987,384848,77.62,3041,381367,79.74,-2.12,-2.66
闪购客服,2025,W43,2025-10-29,7229,37301,1938.02,7456,37496,1988.48,-50.46,-2.54
闪购客服,2025,W43,2025-10-30,1786,210006,85.05,1861,156854,118.65,-33.6,-28.32
闪购客服,2025,W43,2025-10-31,7732,268689,287.77,5809,353796,164.19,123.58,75.27
闪购客服,2025,W43,2025-11-01,2769,183733,150.71,3180,176827,179.84,-29.13,-16.2
闪购客服,2025,W43,2025-11-02,4975,257962,192.86,5753,197423,291.4,-98.54,-33.82
闪购客服,2025,W44,2025-11-03,2927,348851,83.9,3272,387419,84.46,-0.56,-0.66
闪购客服,2025,W44,2025-11-04,9010,279267,322.63,7186,298439,240.79,81.84,33.99
闪购客服,2025,W44,2025-11-05,5437,317734,171.12,7116,284532,250.09,-78.97,-31.58
闪购客服,2025,W44,2025-11-06,1068,69833,152.94,779,68856,113.13,39.81,35.19
闪购客服,2025,W44,2025-11-07,5938,203111,292.35,5753,212762,270.4,21.95,8.12
闪购客服,2025,W44,2025-11-08,10663,213341,499.81,9830,174982,561.77,-61.96,-11.03
闪购客服,2025,W44,2025-11-09,4292,45897,935.14,4756,40258,1181.38,-246.24,-20.84
闪购客服,2025,W45,2025-11-10,6989,357246,195.64,7403,291419,254.03,-58.39,-22.99
闪购客服,2025,W45,2025-11-11,8118,256295,316.74,10329,231357,446.45,-129.71,-29.05
闪购客服,2025,W45,2025-11-12,7702,187967,409.75,6631,147590,449.29,-39.54,-8.8
闪购客服,2025,W45,2025-11-13,5907,221183,267.06,5723,227249,251.84,15.22,6.04
闪购客服,2025,W45,2025-11-14,6257,419773,149.06,4925,392529,125.47,23.59,18.8
闪购客服,2025,W45,2025-11-15,5316,362888,146.49,4585,353617,129.66,16.83,12.98
